,VALUE,label_id,label
1900,PERAGA,0,Unlabeled
1901,[w:drawing],0,Unlabeled
1903,[w:drawing],0,Unlabeled
1904,[w:drawing],0,Unlabeled
1906,[w:drawing],0,Unlabeled
1908,AKTIVITAS,0,Unlabeled
1909,Mewarnai,0,Unlabeled
1910,[w:drawing],0,Unlabeled
1911,[ASP],0,Unlabeled
1912,FOKUS,0,Unlabeled
1928,Ayat hafalan:,0,Unlabeled
1930,TATA IBADAH,0,Unlabeled
1931,Sapaan,0,Unlabeled
1933,Doa Pembukaan,0,Unlabeled
1940,KELAS PAUD,0,Unlabeled
1942,Pembukaan,0,Unlabeled
1952,Aktivitas,0,Unlabeled
1955,Alat tulis,0,Unlabeled
1958,KELAS KECIL,0,Unlabeled
1960,Pembukaan,0,Unlabeled
1972,Aktivitas,0,Unlabeled
1978,KELAS BESAR,0,Unlabeled
1980,Pembukaan,0,Unlabeled
1991,Aktivitas,0,Unlabeled
1993,Kertas origami,0,Unlabeled
1994,Gunting,0,Unlabeled
1997,PERAGA,0,Unlabeled
1998,[w:drawing],0,Unlabeled
1999,AKTIVITAS,0,Unlabeled
2000,[w:drawing],0,Unlabeled
2001,[ASP],0,Unlabeled
2002,FOKUS,0,Unlabeled
2012,Ayat hafalan:,0,Unlabeled
2014,(1 Kor 13:13),0,Unlabeled
2015,TATA IBADAH,0,Unlabeled
2016,Sapaan,0,Unlabeled
2018,Doa Pembukaan,0,Unlabeled
2025,KELAS PAUD,0,Unlabeled
2027,Pembukaan,0,Unlabeled
2037,Aktivitas,0,Unlabeled
2045,KELAS KECIL,0,Unlabeled
2047,Pembukaan,0,Unlabeled
2057,Aktivitas,0,Unlabeled
2065,KELAS BESAR,0,Unlabeled
2067,Pembukaan,0,Unlabeled
2076,Aktivitas,0,Unlabeled
2084,PERAGA,0,Unlabeled
2086,[w:drawing],0,Unlabeled
2088,[w:drawing],0,Unlabeled
2090,[w:drawing],0,Unlabeled
2091,[ASP],0,Unlabeled
2117,PENGANTAR,0,Unlabeled
2127,Reff;,0,Unlabeled
2181,Pengantar,0,Unlabeled
2202,[DAM],0,Unlabeled
2204,Pengantar,0,Unlabeled
2227,[DAM],0,Unlabeled
2241,Pengantar,0,Unlabeled
2260,[DAM],0,Unlabeled
2289,Tipe Mandiri,0,Unlabeled
2379,1.	SAAT TEDUH,0,Unlabeled
2385,3.	DOA,0,Unlabeled
2394,6.	RENUNGAN,0,Unlabeled
2405,7.	NYANYIAN,0,Unlabeled
2408,8.	DOA,0,Unlabeled
2412,9.	NYANYIAN,0,Unlabeled
2416,[PKM],0,Unlabeled
2417,1.	SAAT TEDUH,0,Unlabeled
2418,2.	NYANYIAN,0,Unlabeled
2424,3.	DOA,0,Unlabeled
2425,4.	NYANYIAN,0,Unlabeled
2431,6.	RENUNGAN,0,Unlabeled
2440,7.	NYANYIAN,0,Unlabeled
2445,8.	DOA,0,Unlabeled
2448,9.	NYANYIAN,0,Unlabeled
2453,Refrein:,0,Unlabeled
2454,[WSN],0,Unlabeled
2455,1.	SAAT TEDUH,0,Unlabeled
2456,2.	NYANYIAN,0,Unlabeled
2460,Refr.:,0,Unlabeled
2465,Refr.:,0,Unlabeled
2466,3.	DOA,0,Unlabeled
2467,4.	NYANYIAN,0,Unlabeled
2473,6.	RENUNGAN,0,Unlabeled
2477,Refr.:,0,Unlabeled
2487,7.	NYANYIAN,0,Unlabeled
2493,Refrain:,0,Unlabeled
2494,8.	DOA,0,Unlabeled
2497,9.	NYANYIAN,0,Unlabeled
2507,Refrein:,0,Unlabeled
2508,[YS],0,Unlabeled
2516,3.	DOA,0,Unlabeled
2517,4.	NYANYIAN,0,Unlabeled
2524,6.	RENUNGAN,0,Unlabeled
2534,7.	NYANYIAN,0,Unlabeled
2548,8.	DOA,0,Unlabeled
2551,9.	NYANYIAN,0,Unlabeled
2557,1.	SAAT TEDUH,0,Unlabeled
2558,2.	NYANYIAN,0,Unlabeled
2569,4.	NYANYIAN,0,Unlabeled
2576,6.	RENUNGAN,0,Unlabeled
2577,"""Aku Haus""",0,Unlabeled
2587,Melepas dahaga,0,Unlabeled
2589,7.	NYANYIAN,0,Unlabeled
2595,8.	DOA,0,Unlabeled
2598,9.	NYANYIAN,0,Unlabeled
2615,3.	DOA PEMBUKA,0,Unlabeled
2620,Reff :,0,Unlabeled
2628,6.	RENUNGAN,0,Unlabeled
2660,Reff :,0,Unlabeled
2667,2.	NYANYIAN,0,Unlabeled
2673,3.	DOA,0,Unlabeled
2674,4.	NYANYIAN,0,Unlabeled
2682,6.	RENUNGAN,0,Unlabeled
2691,7.	NYANYIAN,0,Unlabeled
2699,8.	DOA,0,Unlabeled
2703,9.	NYANYIAN,0,Unlabeled
2710,PENDAHULUAN,0,Unlabeled
2757,PENUTUP,0,Unlabeled
2766,(YKN),0,Unlabeled
