,VALUE,label_id,label
898,"Panggilan Allah kepada kita, untuk menyatakan bakti kita kepada-Nya, kita ungkapkan dengan peribadahan yang kita selenggarakan. Menghayati panggilan Tuhan, kita datang bagi-Nya dan puji bagi kemuliaan nama-Nya, melalui KJ 355:1,3 ""YESUS MEMANGGIL""",1,Announcement
899,NYANYIAN PUJIAN,1,Announcement
900,"U: 	(menyanyikan KJ. 355: 1, 3 YESUS MEMANGGIL)",1,Announcement
908,"U: 	(Menyanyikan NKB 203:1,2 ""ADAKAH TEMPAT BAGI-NYA"")",1,Announcement
913,BERITA ANUGERAH,1,Announcement
914,"PF:	Kepada setiap orang yang telah menyesali dan mau bertobat dari segala dosanya, berita anugerah Tuhan berbunyi, „Dosaku kuberitahukan kepada-Mu dan kesalahanku tidaklah kusembunyikan; aku berkata: ""Aku akan mengaku kepada TUHAN pelanggaran-pelanggaranku,"" dan Engkau mengampuni kesalahan karena dosaku."" (Mazmur 32:5).",1,Announcement
915,Demikianlah berita anugerah dari Tuhan!,1,Announcement
916,U: 	Syukur kepada Allah!,1,Announcement
917,"(Umat bersalam namaste dan memberikan ucapan:  ""Damai Kristus besertamu"")",1,Announcement
919,"(Umat menyatakan tekad hidup barunya dengan menyanyikan KJ 376:1,4)",1,Announcement
930,PELAYANAN FIRMAN,1,Announcement
931,Doa Pelayanan Firman,1,Announcement
932,PF: 	(Berdoa mohon pertolongan Roh Kudus),1,Announcement
933,Pembacaan Alkitab,1,Announcement
935,L1: 	Keluaran 17:1-7,1,Announcement
936,Demikianlah sabda Tuhan.,1,Announcement
937,U: 	Syukur kepada Allah.,1,Announcement
938,Mazmur Tanggapan,1,Announcement
939,L2: 	Mari kita tanggapi Firman Tuhan dengan membaca Mazmur 19 secara litani (bisa juga didaraskan),1,Announcement
941,L3:	1 Korintus 1:18-25.,1,Announcement
942,Demikianlah sabda Tuhan.,1,Announcement
943,U: 	Syukur kepada Allah.,1,Announcement
945,PF: 	Bacaan Injil diambil dari Yohanes 2:13-22,1,Announcement
946,"Demikian Injil Yesus Kristus, yang berbahagia ialah mereka yang mendengarkan Firman Tuhan dan yang memeliharanya. HOSIANA.",1,Announcement
947,U: 	(Menyanyikan) Hosiana (3x).,1,Announcement
948,Khotbah: Cintaku Pada Rumah-MU,1,Announcement
952,"Pnt: 	Marilah, sebagai bagian dari umat Tuhan di dunia dan di segala zaman, kita mengingat dan menegaskan kembali iman kita dengan mengucapkan ulang Pengakuan Iman Rasuli yang demikian ....",1,Announcement
953,U: 	Aku percaya … dst.,1,Announcement
956,PF: 	(memimpin doa syafaat),1,Announcement
958,Nas Persembahan,1,Announcement
959,"Pnt: 	Marilah kita mengingat kasih-Nya melalui persembahan yang kita haturkan pada-Nya. Firman Tuhan dari 1 Petrus 2:5,""Dan biarlah kamu juga dipergunakan sebagai batu hidup untuk pembangunan suatu rumah rohani, bagi suatu imamat kudus, untuk mempersembahkan persembahan rohani yang karena Yesus Kristus berkenan kepada Allah.""",1,Announcement
960,"Persembahan diiringi nyanyian PKJ 146:1-3 ""Bawa Persembahanmu""",1,Announcement
961,Nyanyian Jemaat,1,Announcement
962,"U: 	(menyanyikan PKJ. 146:1-3, Umat memberikan persembahannya).",1,Announcement
970,Doa Persembahan,1,Announcement
971,Dkn/Pnt: (Berdoa syukur dan doa Bapa Kami),1,Announcement
974,(Doa Bapa Kami juga dapat dinyanyikan),1,Announcement
977,Nyanyian Pengutusan,1,Announcement
978,"J: 	(Menyanyikan, PKJ 264)",1,Announcement
985,"PF: 	Saudaraku, rayakanlah setiap perjumpaan dengan Kristus dalam kehidupan Saudara ….",1,Announcement
986,kini arahkanlah hatimu kepada Tuhan!,1,Announcement
987,U: 	Kami mengarahkan hati kami kepada Tuhan.,1,Announcement
988,PF: 	Jadilah saksi Kristus dengan memberlakukan kasih di tengah dunia,1,Announcement
989,U: 	Syukur kepada Allah.,1,Announcement
990,"PF: 	Terpujilah Tuhan, Sumber Kehidupan!",1,Announcement
991,U: 	Kini dan selamanya.,1,Announcement
995,U:		(menyanyikan) HOSIANA (5x) AMIN (3x),1,Announcement
996,"(Ibadah selesai, PF turun dari mimbar mengikuti Pnt/Imam )",1,Announcement
1003,BERHIMPUN MENGHADAP-NYA,1,Announcement
1005,"PL:   	Allah hadir di sini, mengundang kita",1,Announcement
1006,Allah hadir di  sini 'tuk memberi anugerah-Nya,1,Announcement
1007,Mari bangkit berdiri menyambut rahmat-Nya dengan puji dan syukur kita,1,Announcement
1009,"Jemaat Menyanyikan KJ 18:1,4",1,Announcement
1026,"PL:  	Hari ini kita akan menggumuli tema Anugerah Kasih Allah Yang Menghidupkan. Melalui ibadah kita diajak untuk memahami dan mengalami anugerah kasih Allah dalam Kristus yang membawa kehidupan, keselamatan dan pemulihan bagi kita yang berdosa. Melalui tema ini kita juga diajak mengalirkan kasih Allah yang membawa kehidupan bagi sesama kita.",1,Announcement
1027,MENYANYI BERSAMA,1,Announcement
1031,MENGAKUI DOSA (dalam doa dan nyanyian),1,Announcement
1042,"(Menyanyi bersama lagu KJ 29:1-3 ""DI MUKA TUHAN YESUS"")",1,Announcement
1050,BERITA ANUGERAH,1,Announcement
1051,"PL:	Sebab, jika oleh dosa satu orang, maut telah berkuasa oleh satu orang itu, maka lebih benar lagi mereka, yang telah menerima kelimpahan kasih karunia dan anugerah kebenaran, akan hidup-dan berkuasa oleh karena satu orang itu, yaitu Yesus Kristus (Roma 5:17).",1,Announcement
1052,Demikianlah berita anugerah dari Tuhan,1,Announcement
1053,U:	Syukur kepada Allah,1,Announcement
1054,"(Jemaat mengucapkan; ""Salam Damai"" dan salam namaste)",1,Announcement
1055,MENYANYI BERSAMA,1,Announcement
1056,"PKJ 128:1-3 ""KASIH TUHAN YESUS TIADA BERTEPI""",1,Announcement
1061,MENDENGAR SABDA-NYA,1,Announcement
1062,DOA EPIKLESE - MOHON PENERANGAN ROH KUDUS,1,Announcement
1063,PF:	Menaikkan doa mohon hikmat Allah,1,Announcement
1064,PEMBACAAN ALKITAB,1,Announcement
1066,L:   	Bacaan pertama diambil dari Bilangan pasal 1 ayat 4 sd 9,1,Announcement
1067,"(L membacakannya …  setelah selesai), Demikianlah Sabda Tuhan",1,Announcement
1068,U:  	Syukur kepada Allah,1,Announcement
1070,"L:   	Marilah kita menanggapi bacaan tadi dengan Mazmur 107:1-3, 17-22",1,Announcement
1071,(L membacakannya/Pemazmur menyanyikannya bersama Umat),1,Announcement
1073,L:	Bacaan kedua diambil dari Efesus 2:1-10,1,Announcement
1074,(L membacakannya …  setelah selesai) Demikianlah Sabda Tuhan,1,Announcement
1075,U:	Syukur pada Allah,1,Announcement
1077,PF:	Bacaan Injil diambil Kitab Injil Tuhan Yesus Kristus menurut Yohanes pasal 3 ayat 14 sampai 21.,1,Announcement
1078,"(PF membacakannya …  setelah selesai), Demikianlah Injil Yesus Kristus.",1,Announcement
1079,Berbahagialah mereka yang mendengarkan Firman Allah dan memeliharanya. Hosiana,1,Announcement
1143,PANGGILAN BERIBADAH 	(Umat Berdiri),1,Announcement
1144,"M1:	Saudara yang dikasihi Tuhan, Minggu ini kita memasuki Minggu Prapaska ke-5. Mari mempersiapkan hati dan pikiran kita agar mengalami perjumpaan dengan Tuhan. Dengan berdiri kita membaca Mazmur 103:8, demikian: ""Tuhan adalah penyayang dan pengasih, panjang sabar dan berlimpah kasih setia."" Kita bersyukur menyambut undangan Tuhan untuk datang kepada-Nya, mari bersama kita pujikan:",1,Announcement
1155,KATA PEMBUKA 	(Umat Duduk),1,Announcement
1156,"PF:	 I Yohanes 4:18 berkata demikian: Di dalam kasih tidak ada ketakutan: kasih yang sempurna melenyapkan ketakutan; sebab ketakutan mengandung hukuman dan barangsiapa takut, ia tidak sempurna dalam kasih. Saudara yang dikasihi Tuhan, kasih Allah membawa pemulihan dalam kehidupan kita. Kita meyakini di dalam kasih, penghukuman dan penghakiman digantikan-Nya menjadi pengampunan dan pengasihan. Mari bersyukur untuk segala kemurahan Tuhan dalam hidup kita.",1,Announcement
1157,U:	(Kasih Allahku Sungguh T'lah Terbukti),1,Announcement
1158,"Diambil dari lagu pop rohani,",1,Announcement
1164,LITANI PENGAKUAN DOSA,1,Announcement
1165,PF:	Marilah merendahkan hati di hadapan Tuhan untuk mengaku dosa dan kesalahan kita. Diberikan kesempatan secara pribadi untuk jemaat berdoa….,1,Announcement
1166,(Doa pengakuan dosa secara pribadi),1,Announcement
1167,U:	(menyanyikan Refr. Mazmur 31 - Mazmur GKI),1,Announcement
1171,U:	(menyanyikan Refr. Mazmur 31 - Mazmur GKI),1,Announcement
1175,U:	(menyanyikan Refr. Mazmur 31 - Mazmur GKI),1,Announcement
1179,U:	(menyanyikan Refr. Mazmur 31 - Mazmur GKI),1,Announcement
1182,BERITA ANUGERAH 	(Umat Berdiri),1,Announcement
1183,PF:	Di dalam Kristus dosamu telah diampuni,1,Announcement
1184,U:	Di dalam Kristus dosamu juga telah diampuni,1,Announcement
1185,"PF:	Mari menyambut berita anugerah dari Allah untuk pengampunan dosa setiap kita. I Yoh. 1:9-10 berkata demikian, ""Jika kita mengaku dosa kita, maka Ia adalah setia dan adil, sehingga Ia akan mengampuni segala dosa kita dan menyucikan kita dari segala kejahatan. Jika kita berkata bahwa kita tidak ada berbuat dosa, maka kita membuat Dia menjadi pendusta dan firman-Nya tidak ada di dalam kita."" Demikianlah berita anugerah dari Tuhan.",1,Announcement
1186,U:	Syukur kepada Allah,1,Announcement
1187,PF:	Marilah hidup dalam perdamaian dengan Allah dan sesama kita. Damai Tuhan beserta saudara sekalian.,1,Announcement
1188,"Salam Damai (umat bersalam damai dan mengucapkan: ""damai Tuhan besertamu"".)",1,Announcement
1189,U:	(Menyanyikan KJ 387:1-3),1,Announcement
1195,PELAYANAN FIRMAN 	(Umat Duduk),1,Announcement
1196,PF:	(Doa Epiklese),1,Announcement
1197,U:	(Menyanyikan KJ 50:1 Lektor menempatkan diri),1,Announcement
1201,L1:	Bacaan pertama diambilkan dari Yeremia 31:31-34,1,Announcement
1202,Demikianlah Sabda Tuhan,1,Announcement
1203,U:	Syukur kepada Allah,1,Announcement
1204,Mazmur Tanggapan,1,Announcement
1205,"L2:	Mari kita menanggapi Sabda Tuhan Yeremia 31:31-34, dengan membaca Mazmur 51:2-13 secara bersautan.",1,Announcement
1207,L3:	Bacaan kedua dari Ibrani 5:5-10,1,Announcement
1208,Demikianlah Sabda Tuhan,1,Announcement
1209,U:	Syukur kepada Allah,1,Announcement
1210,Pembacaan Injil,1,Announcement
1211,"PF:	Pembacaan Injil, dari Yohanes 12:20-33",1,Announcement
1212,"Demikian Injil Yesus Kristus, yang berbahagia ialah mereka yang mendengarkan Firman Tuhan dan yang memeliharanya. HOSIANA.",1,Announcement
1213,U: 	(menyanyikan HOSIANA),1,Announcement
1214,"Khotbah ""Kasih Allah Melampaui Penghukuman""",1,Announcement
1216,Pengakuan Iman 	(Umat Berdiri),1,Announcement
1217,"M3:	Bersama dengan umat Allah di sepanjang masa, mari kita ikrarkan dan kita teguhkan kembali akan apa yang kita imani dengan bersama mengucapkan Pengakuan Iman Rasuli.",1,Announcement
1218,U:	(Bersama-sama mengucapkan Pengakuan Iman Rasuli),1,Announcement
1219,Doa Syafaat 	(Umat Duduk),1,Announcement
1220,PF:	(Menaikkan doa syafaat. Doa syafaat diakhiri dengan menyanyikan doa Bapa Kami),1,Announcement
